id,reactants>reagents>production
US08501782B2,O=[C:12]([CH:11]([CH:10]([NH:9][C:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)=[O:8])[CH3:16])[CH3:15])[OH:14].[Cl:17][c:18]1[cH:19][cH:20][c:21]([C@:24]2([OH:32])[C:25]([CH3:30])([CH3:31])[CH2:26][NH:27][CH2:28][CH2:29]2)[cH:22][cH:23]1>>[C:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)(=[O:8])[NH:9][CH:10]([CH:11]([C:12](=[O:14])[N:27]1[CH2:26][C:25]([CH3:30])([CH3:31])[C@:24]([c:21]2[cH:20][cH:19][c:18]([Cl:17])[cH:23][cH:22]2)([OH:32])[CH2:29][CH2:28]1)[CH3:15])[CH3:16]
US07595312B2,CC[O:18][C:16]([CH:15]([CH2:14][c:7]1[cH:6][c:5]([Cl:42])[c:4]([NH2:3])[c:9]([C:10]([F:11])([F:12])[F:13])[cH:8]1)[NH:21][C:22](=[O:23])[N:24]1[CH2:25][CH2:26][CH:27]([N:30]2[C:31](=[O:41])[NH:32][c:33]3[c:34]([cH:37][cH:38][cH:39][cH:40]3)[CH2:35][CH2:36]2)[CH2:28][CH2:29]1)=[O:17]>>[NH2:3][c:4]1[c:5]([Cl:42])[cH:6][c:7]([CH2:14][CH:15]([C:16](=[O:17])[OH:18])[NH:21][C:22](=[O:23])[N:24]2[CH2:25][CH2:26][CH:27]([N:30]3[C:31](=[O:41])[NH:32][c:33]4[c:34]([cH:37][cH:38][cH:39][cH:40]4)[CH2:35][CH2:36]3)[CH2:28][CH2:29]2)[cH:8][c:9]1[C:10]([F:11])([F:12])[F:13]
US07067517B2,[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([c:8]2[cH:9][cH:10][c:11]([S:14](=[O:15])(=[O:16])[NH:17][CH2:18][CH2:19][c:20]3[cH:21][cH:22][c:23]([O:26][C:27]([N:28]([c:29]4[cH:30][cH:31][cH:32][cH:33][cH:34]4)[CH3:35])=[O:36])[cH:24][cH:25]3)[cH:12][cH:13]2)[CH2:6][CH2:7]1.O=[CH:37][CH3:38]>>[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([c:8]2[cH:9][cH:10][c:11]([S:14](=[O:15])(=[O:16])[N:17]3[CH2:18][CH2:19][c:20]4[cH:21][cH:22][c:23]([O:26][C:27]([N:28]([c:29]5[cH:30][cH:31][cH:32][cH:33][cH:34]5)[CH3:35])=[O:36])[cH:24][c:25]4[CH:38]3[CH3:37])[cH:12][cH:13]2)[CH2:6][CH2:7]1
US09085555B2,[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][C:9](=[O:10])[N:11]1[C@H:12]([C:18](=[O:19])[O:20][CH2:21][c:22]2[cH:23][cH:24][cH:25][cH:26][cH:27]2)[C@H:13]([OH:17])[C@@H:14]([F:16])[CH2:15]1.Cl[Si:32]([C:28]([CH3:29])([CH3:30])[CH3:31])([CH3:34])[CH3:35]>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][C:9](=[O:10])[N:11]1[C@H:12]([C:18](=[O:19])[O:20][CH2:21][c:22]2[cH:23][cH:24][cH:25][cH:26][cH:27]2)[C@H:13]([O:17][Si:32]([C:28]([CH3:29])([CH3:30])[CH3:31])([CH3:34])[CH3:35])[C@@H:14]([F:16])[CH2:15]1
US04567184,c1ccc(C[Cl:9])nc1>>[ClH:9]
US06323197B1,S=[C:13]1[NH:12][N:11]=[C:10]([c:7]2[cH:6][cH:5][c:4]([N+:1](=[O:2])[O-:3])[cH:9][cH:8]2)[c:16]2[c:15]([cH:20][c:19]3[c:18]([cH:17]2)[O:23][CH2:22][O:21]3)[CH2:14]1.C1CO[C:27]([CH2:26][NH2:25])([CH:32]2[CH2:33][CH2:34]2)O1>>[N+:1](=[O:2])([O-:3])[c:4]1[cH:5][cH:6][c:7]([C:10]2=[N:11][n:12]3[c:13]([n:25][cH:26][c:27]3[CH:32]3[CH2:33][CH2:34]3)[CH2:14][c:15]3[c:16]2[cH:17][c:18]2[c:19]([cH:20]3)[O:21][CH2:22][O:23]2)[cH:8][cH:9]1
US08202895B2,CC[O:18][C:16]([CH2:15][NH:14][C:12]([NH:11][NH:10][C:8](=O)[c:5]1[cH:4][cH:3][c:2]([Cl:1])[cH:7][cH:6]1)=[O:13])=[O:17]>>[Cl:1][c:2]1[cH:3][cH:4][c:5](-[c:8]2[n:10][nH:11][c:12](=[O:13])[n:14]2[CH2:15][C:16](=[O:17])[OH:18])[cH:6][cH:7]1
US04889869,CC[O:3][C:4]([CH:5]([CH2:6][S:7](=[O:8])[C:9]([CH3:10])([CH3:11])[CH3:12])[CH2:13][c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)=[O:20]>>[O:3]=[C:4]([CH:5]([CH2:6][S:7](=[O:8])[C:9]([CH3:10])([CH3:11])[CH3:12])[CH2:13][c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[OH:20]
US08173650B2,c1ccc(C[N:8](Cc2ccccc2)[c:9]2[n:10][c:11]3[c:12]([n:13]2-[c:14]2[n:15][c:16]([N:35]4[CH2:36][CH2:37][O:38][CH2:39][CH2:40]4)[c:17]4[n:18][c:19]([CH2:24][N:25]5[CH2:26][CH2:27][CH:28]([C:31]([CH3:32])([CH3:33])[OH:34])[CH2:29][CH2:30]5)[n:20]([CH3:23])[c:21]4[n:22]2)[cH:41][cH:42][cH:43][cH:44]3)cc1>>[NH2:8][c:9]1[n:10][c:11]2[c:12]([n:13]1-[c:14]1[n:15][c:16]([N:35]3[CH2:36][CH2:37][O:38][CH2:39][CH2:40]3)[c:17]3[n:18][c:19]([CH2:24][N:25]4[CH2:26][CH2:27][CH:28]([C:31]([CH3:32])([CH3:33])[OH:34])[CH2:29][CH2:30]4)[n:20]([CH3:23])[c:21]3[n:22]1)[cH:41][cH:42][cH:43][cH:44]2
US05712267,O=[C:27]([C@@H:11]1[CH2:10][C@H:9]([S:8][CH2:7][c:6]2[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:31][cH:30]2)[CH2:13][N:12]1[C:14](=[O:15])[O:16][CH2:17][c:18]1[cH:19][cH:20][c:21]([N+:24](=[O:25])[O-:26])[cH:22][cH:23]1)[OH:29].[n:32]1([CH:37]2[CH2:38][CH2:39][NH:40][CH2:41][CH2:42]2)[cH:33][n:34][cH:35][cH:36]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][S:8][C@H:9]2[CH2:10][C@@H:11]([C:27](=[O:29])[N:40]3[CH2:39][CH2:38][CH:37]([n:32]4[cH:33][n:34][cH:35][cH:36]4)[CH2:42][CH2:41]3)[N:12]([C:14](=[O:15])[O:16][CH2:17][c:18]3[cH:19][cH:20][c:21]([N+:24](=[O:25])[O-:26])[cH:22][cH:23]3)[CH2:13]2)[cH:30][cH:31]1
US05216007,O=S(Cl)[Cl:3].O[CH:6]([CH:7]([c:8]1[c:9]([Cl:14])[cH:10][cH:11][cH:12][cH:13]1)[n:15]1[cH:16][n:17][cH:18][cH:19]1)[c:20]1[c:21]([Cl:26])[cH:22][cH:23][cH:24][cH:25]1>>[Cl:3][CH:6]([CH:7]([c:8]1[c:9]([Cl:14])[cH:10][cH:11][cH:12][cH:13]1)[n:15]1[cH:16][n:17][cH:18][cH:19]1)[c:20]1[c:21]([Cl:26])[cH:22][cH:23][cH:24][cH:25]1
US08969360B2,O=[C:4]([C:3](=[C:2](C(Cl)(Cl)Cl)[NH2:1])[C:15]#[N:16])[NH:6][c:7]1[cH:8][n:9][cH:10][cH:11][c:12]1[O:13][CH3:14].[OH2:21].[NH2:22][NH2:23]>>[NH2:1][c:2]1[c:3]([C:4]([NH:6][c:7]2[cH:8][n:9][cH:10][cH:11][c:12]2[O:13][CH3:14])=[O:21])[c:15]([NH2:16])[nH:23][n:22]1
US08697685B2,F[c:29]1[cH:28][c:27](-[c:4]2[n:3][c:2]([NH2:1])[n:7][c:6]([N:8]3[CH2:9][C@@H:10]([C:15](=[O:16])[NH:17][C:18]([CH3:19])([c:20]4[cH:21][cH:22][cH:23][cH:24][cH:25]4)[CH3:26])[CH2:11][CH2:12][C@H:13]3[CH3:14])[cH:5]2)[cH:32][cH:31][c:30]1[C:33]#[N:34].[NH2:48][NH2:49]>>[NH2:1][c:2]1[n:3][c:4](-[c:27]2[cH:28][c:29]3[c:30]([cH:31][cH:32]2)[c:33]([NH2:34])[n:48][nH:49]3)[cH:5][c:6]([N:8]2[CH2:9][C@@H:10]([C:15](=[O:16])[NH:17][C:18]([CH3:19])([c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)[CH3:26])[CH2:11][CH2:12][C@H:13]2[CH3:14])[n:7]1
US08202862B2,O=[C:26]([CH:11]1[CH2:10][N:9]([C:7]([N:1]2[CH2:2][CH2:3][S:4][CH2:5][CH2:6]2)=[O:8])[CH2:14][CH:13]([c:15]2[cH:16][cH:17][c:18]([CH2:21][C:22]([F:23])([F:24])[F:25])[cH:19][cH:20]2)[CH2:12]1)[OH:28].O[N:30]=[C:31]([NH2:32])[C:33]1([O:36][CH3:37])[CH2:34][CH2:35]1>>[N:1]1([C:7](=[O:8])[N:9]2[CH2:10][CH:11]([c:26]3[o:28][n:30][c:31]([C:33]4([O:36][CH3:37])[CH2:34][CH2:35]4)[n:32]3)[CH2:12][CH:13]([c:15]3[cH:16][cH:17][c:18]([CH2:21][C:22]([F:23])([F:24])[F:25])[cH:19][cH:20]3)[CH2:14]2)[CH2:2][CH2:3][S:4][CH2:5][CH2:6]1
US09145409B2,[OH:1][c:2]1[cH:3][c:4]([C@H:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[NH:15][C:16]([O:17][C:18]([CH3:19])([CH3:20])[CH3:21])=[O:22])[cH:5][cH:6][cH:7]1.Br[CH2:24][c:25]1[cH:26][cH:27][c:28]([C:29](=[O:30])[O:31][CH3:32])[cH:33][cH:34]1>>[O:1]([c:2]1[cH:3][c:4]([C@H:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[NH:15][C:16]([O:17][C:18]([CH3:19])([CH3:20])[CH3:21])=[O:22])[cH:5][cH:6][cH:7]1)[CH2:24][c:25]1[cH:26][cH:27][c:28]([C:29](=[O:30])[O:31][CH3:32])[cH:33][cH:34]1
US06982274B2,CC(C)(C)OC(=O)[n:8]1[n:7][c:6](-[c:19]2[cH:20][c:21]([F:25])[cH:22][cH:23][cH:24]2)[c:5]2[cH:4][c:3]([CH2:2]Cl)[cH:11][cH:10][c:9]21.[C-:26]#[N:27]>>[CH2:2]([c:3]1[cH:4][c:5]2[c:6](-[c:19]3[cH:20][c:21]([F:25])[cH:22][cH:23][cH:24]3)[n:7][nH:8][c:9]2[cH:10][cH:11]1)[C:26]#[N:27]
US08420642B2,[CH3:1][O:2][CH2:3][CH:4]([O:5][c:6]1[c:7]([NH2:19])[n:8][cH:9][c:10]([O:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[cH:11]1)[CH3:20].c1cn([C:21](=[S:22])[n:23]2ccnc2)cn1>>[CH3:1][O:2][CH2:3][CH:4]([O:5][c:6]1[c:7]([NH:19][C:21](=[S:22])[NH2:23])[n:8][cH:9][c:10]([O:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[cH:11]1)[CH3:20]
US04007282,C[O:2][C:3]([CH2:4][C:5]([CH3:6])([c:7]1[cH:8][c:9]([CH3:14])[c:10]([OH:13])[cH:11][cH:12]1)[c:15]1[cH:16][c:17]([CH3:22])[c:18]([OH:21])[cH:19][cH:20]1)=[O:23]>>[O:2]=[C:3]([CH2:4][C:5]([CH3:6])([c:7]1[cH:8][c:9]([CH3:14])[c:10]([OH:13])[cH:11][cH:12]1)[c:15]1[cH:16][c:17]([CH3:22])[c:18]([OH:21])[cH:19][cH:20]1)[OH:23]
US04447441,[OH:1][CH2:2][CH2:3][n:4]1[n:5][c:6]([NH:9][C:10](=[N:11][CH2:12][C:13]([F:14])([F:15])[F:16])[NH2:17])[cH:7][cH:8]1.Br[CH2:24][c:23]1[cH:22][cH:21][c:20]([C:18]#[N:19])[cH:27][cH:26]1>>[O:1]([CH2:2][CH2:3][n:4]1[n:5][c:6]([NH:9][C:10](=[N:11][CH2:12][C:13]([F:14])([F:15])[F:16])[NH2:17])[cH:7][cH:8]1)[CH2:24][c:23]1[cH:22][cH:21][c:20]([C:18]#[N:19])[cH:27][cH:26]1
US07919468B2,[NH2:1][C@@H:2]([CH2:3][c:4]1[cH:5][nH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]12)[C:13](=[O:14])[NH:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1.O[C:44]([C@@H:42]([NH:41][C:39]([C@@H:23]([NH:22][C:47](=[O:48])[O:49][C:50]([CH3:51])([CH3:52])[CH3:53])[CH2:24][c:25]1[cH:26][cH:27][c:28]([O:31][CH2:32][c:33]2[cH:34][cH:35][cH:36][cH:37][cH:38]2)[cH:29][cH:30]1)=[O:40])[CH3:43])=[O:45]>>[NH:1]([C@@H:2]([CH2:3][c:4]1[cH:5][nH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]12)[C:13](=[O:14])[NH:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[C:44]([C@@H:42]([NH:41][C:39]([C@@H:23]([NH:22][C:47](=[O:48])[O:49][C:50]([CH3:51])([CH3:52])[CH3:53])[CH2:24][c:25]1[cH:26][cH:27][c:28]([O:31][CH2:32][c:33]2[cH:34][cH:35][cH:36][cH:37][cH:38]2)[cH:29][cH:30]1)=[O:40])[CH3:43])=[O:45]
US08859555B2,CC(C)(C)OC(=O)[NH:18][C@H:16]1[C@H:15]([c:12]2[cH:11][cH:10][c:9](-[c:5]3[cH:4][c:3]([C:2]([F:1])([F:26])[F:27])[cH:8][cH:7][cH:6]3)[cH:14][cH:13]2)[CH2:17]1>>[F:1][C:2]([c:3]1[cH:4][c:5](-[c:9]2[cH:10][cH:11][c:12]([C@H:15]3[C@H:16]([NH2:18])[CH2:17]3)[cH:13][cH:14]2)[cH:6][cH:7][cH:8]1)([F:26])[F:27]
US07410963B2,I[c:2]1[cH:3][c:4]2[c:5]([cH:21][cH:22]1)[N:6]([CH3:20])[C:7](=[O:19])[CH2:8][N:9]=[C:10]2[c:11]1[cH:12][c:13]([C:14]#[N:15])[cH:16][cH:17][cH:18]1.OB(O)[c:27]1[cH:26][c:25]([O:24][CH3:23])[c:30]([O:31][CH3:32])[cH:29][cH:28]1>>[c:2]1(-[c:27]2[cH:26][c:25]([O:24][CH3:23])[c:30]([O:31][CH3:32])[cH:29][cH:28]2)[cH:3][c:4]2[c:5]([cH:21][cH:22]1)[N:6]([CH3:20])[C:7](=[O:19])[CH2:8][N:9]=[C:10]2[c:11]1[cH:12][c:13]([C:14]#[N:15])[cH:16][cH:17][cH:18]1
US08361994B2,c1ccc(C[N:8]2[CH2:9][CH2:10][CH:11]([O:14][Si:15]([CH3:16])([CH3:17])[C:18]([CH3:19])([CH3:20])[CH3:21])[CH2:12][CH2:13]2)cc1>>[NH:8]1[CH2:9][CH2:10][CH:11]([O:14][Si:15]([CH3:16])([CH3:17])[C:18]([CH3:19])([CH3:20])[CH3:21])[CH2:12][CH2:13]1
US08883782B2,I[c:3]1[c:2]([F:1])[n:7][c:6]2[c:5]([cH:4]1)[C:15]1([c:14]3[c:9]([cH:10][cH:11][c:12](-[c:21]4[c:22]([F:27])[n:23][cH:24][cH:25][cH:26]4)[cH:13]3)[O:8]2)[N:16]=[C:17]([NH2:20])[O:18][CH2:19]1.CC1(C)OB([C:32]2=[CH:33][CH2:34][O:29][CH2:30][CH2:31]2)OC1(C)C>>[F:1][c:2]1[c:3]([C:32]2=[CH:31][CH2:30][O:29][CH2:34][CH2:33]2)[cH:4][c:5]2[c:6]([n:7]1)[O:8][c:9]1[cH:10][cH:11][c:12](-[c:21]3[c:22]([F:27])[n:23][cH:24][cH:25][cH:26]3)[cH:13][c:14]1[C:15]21[N:16]=[C:17]([NH2:20])[O:18][CH2:19]1
US07208487B2,CC(C)(C)O[C:6](=O)[NH:7][CH2:8][CH2:9][N:10]([C:11]([C:12](CCl)([CH3:15])[CH3:16])=[O:17])[CH:18]([CH:19]([CH3:20])[CH3:21])[c:22]1[n:23][c:24]2[cH:25][c:26]([Cl:40])[cH:27][cH:28][c:29]2[c:30](=[O:39])[n:31]1[CH2:32][c:33]1[cH:34][cH:35][cH:36][cH:37][cH:38]1>>[CH2:6]1[NH:7][CH2:8][CH2:9][N:10]([CH:18]([CH:19]([CH3:20])[CH3:21])[c:22]2[n:23][c:24]3[cH:25][c:26]([Cl:40])[cH:27][cH:28][c:29]3[c:30](=[O:39])[n:31]2[CH2:32][c:33]2[cH:34][cH:35][cH:36][cH:37][cH:38]2)[C:11](=[O:17])[C:12]1([CH3:15])[CH3:16]
US08519149B2,[Cl:1][c:2]1[c:3]([NH2:4])[cH:5][cH:6][c:7]([Cl:9])[cH:8]1.Cl[C:10](Cl)=[S:11]>>[Cl:1][c:2]1[c:3]([N:4]=[C:10]=[S:11])[cH:5][cH:6][c:7]([Cl:9])[cH:8]1
US05187189,[N+:1](=[O:2])([O-:3])[c:4]1[c:5]([SH:14])[cH:6][cH:7][c:8]([C:10]([F:11])([F:12])[F:13])[cH:9]1.Br[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH2:21][Cl:22]>>[N+:1](=[O:2])([O-:3])[c:4]1[c:5]([S:14][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH2:21][Cl:22])[cH:6][cH:7][c:8]([C:10]([F:11])([F:12])[F:13])[cH:9]1
US06369110B1,[B-][C:4]#N.[NH:7]1[c:8]2[c:9]([cH:19][cH:20][cH:21][cH:22]2)[CH:10]=[C:11]([C:14](=[O:15])[O:16][CH2:17][CH3:18])[CH2:12][CH2:13]1>>[CH3:4][N:7]1[c:8]2[c:9]([cH:19][cH:20][cH:21][cH:22]2)[CH:10]=[C:11]([C:14](=[O:15])[O:16][CH2:17][CH3:18])[CH2:12][CH2:13]1
US03950528,[CH:1]([CH3:2])([CH3:3])[c:4]1[cH:5][cH:6][c:7]([CH2:8][NH:9][NH2:10])[cH:11][cH:12]1.CCO[C:18](=[CH:17][C:16](=O)[O:15]CC)[NH2:22]>>[CH:1]([CH3:2])([CH3:3])[c:4]1[cH:5][cH:6][c:7]([CH2:8][n:9]2[nH:10][c:18]([NH2:22])[cH:17][c:16]2=[O:15])[cH:11][cH:12]1
US05550233,[CH3:11][CH:12]([O-:13])[CH3:14]>>[CH3:11][CH:12]([O-:13])[CH3:14]
US08653089B2,[Br:3][c:4]1[c:5]([O:22][CH3:23])[cH:6][cH:7][c:8]2[c:9]1[n:10](-[c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[c:11]([C@H:13]([CH3:14])[NH2:15])[n:12]2.Cl[c:25]1[c:26]2[n:27][cH:28][n:29]([CH:34]3[O:35][CH2:36][CH2:37][CH2:38][CH2:39]3)[c:30]2[n:31][cH:32][n:33]1>>[Br:3][c:4]1[c:5]([O:22][CH3:23])[cH:6][cH:7][c:8]2[c:9]1[n:10](-[c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[c:11]([C@H:13]([CH3:14])[NH:15][c:25]1[c:26]3[n:27][cH:28][n:29]([CH:34]4[O:35][CH2:36][CH2:37][CH2:38][CH2:39]4)[c:30]3[n:31][cH:32][n:33]1)[n:12]2
US07834034B2,CC(C)(C)[O:5][C:6]([C:7]([C:8](=[O:9])[O:10]C(C)(C)C)([CH3:15])[c:16]1[cH:17][c:18]2[c:19]([cH:20][c:21]([C:23](=[O:24])[O:25][CH2:26][CH3:27])[s:22]2)[cH:28][cH:29]1)=[O:30]>>[O:5]=[C:6]([C:7]([C:8](=[O:9])[OH:10])([CH3:15])[c:16]1[cH:17][c:18]2[c:19]([cH:20][c:21]([C:23](=[O:24])[O:25][CH2:26][CH3:27])[s:22]2)[cH:28][cH:29]1)[OH:30]
US07618975B2,O=[N+:20]([O-])[c:17]1[cH:16][cH:15][c:14]([N:12]([c:10]2[c:9]3[c:4]([n:3][c:2]([CH3:1])[n:11]2)[cH:5][cH:6][cH:7][cH:8]3)[CH3:13])[cH:19][cH:18]1>>[CH3:1][c:2]1[n:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[c:10]([N:12]([CH3:13])[c:14]2[cH:15][cH:16][c:17]([NH2:20])[cH:18][cH:19]2)[n:11]1
US07696352B2,Cl[CH2:2][c:3]1[n:4][cH:5][n:6](-[c:8]2[cH:9][cH:10][c:11]([I:14])[cH:12][cH:13]2)[cH:7]1.[N-:15]=[N+:16]=[N-:17]>>[CH2:2]([c:3]1[n:4][cH:5][n:6](-[c:8]2[cH:9][cH:10][c:11]([I:14])[cH:12][cH:13]2)[cH:7]1)[N:15]=[N+:16]=[N-:17]
US07141562B2,Cl[CH2:24][S:21]([NH:20][c:16]1[c:15]([OH:26])[c:14]([N:11]2[CH2:10][CH2:9][N:8]([C:6]([O:5][C:1]([CH3:2])([CH3:3])[CH3:4])=[O:7])[CH2:13][CH2:12]2)[cH:19][cH:18][cH:17]1)(=[O:22])=[O:23].Br[CH2:33][c:34]1[cH:35][cH:36][cH:37][cH:38][cH:39]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][N:11]([c:14]2[c:15]3[c:16]([cH:17][cH:18][cH:19]2)[N:20]([CH2:33][c:34]2[cH:35][cH:36][cH:37][cH:38][cH:39]2)[S:21](=[O:22])(=[O:23])[CH2:24][O:26]3)[CH2:12][CH2:13]1
US07049473B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]([NH:8][C:9]([C:10]([CH3:11])([CH3:12])[CH3:13])=[O:14])[n:7]1.Cl[P:16]([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1>>[c:2]1([P:16]([c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[c:23]2[cH:24][cH:25][cH:26][cH:27][cH:28]2)[cH:3][cH:4][cH:5][c:6]([NH:8][C:9]([C:10]([CH3:11])([CH3:12])[CH3:13])=[O:14])[n:7]1
US08076329B2,[CH3:7][CH:8]1[CH2:9][NH:10][CH2:11][CH:12]([CH3:14])[CH2:13]1.Cl[CH2:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1>>[CH3:7][C@@H:8]1[CH2:9][N:10]([CH2:20][c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[CH2:11][C@@H:12]([CH3:14])[CH2:13]1
US07772183B2,[OH:1][CH:2]1[CH2:3][N:4]2[C:5](=[O:39])[CH:6]([NH:31][C:32](=[O:33])[O:34][C:35]([CH3:36])([CH3:37])[CH3:38])[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH:12]=[CH:13][CH:14]3[CH2:15][C:16]3([C:22](=[O:23])[NH:24][S:25](=[O:26])(=[O:27])[CH:28]3[CH2:29][CH2:30]3)[NH:17][C:18](=[O:21])[CH:19]2[CH2:20]1.Cl[C:50]([c:41]1[cH:40][c:49]2[c:44]([cH:43][cH:42]1)[cH:45][cH:46][cH:47][cH:48]2)=[O:51]>>[O:1]([CH:2]1[CH2:3][N:4]2[C:5](=[O:39])[CH:6]([NH:31][C:32](=[O:33])[O:34][C:35]([CH3:36])([CH3:37])[CH3:38])[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH:12]=[CH:13][CH:14]3[CH2:15][C:16]3([C:22](=[O:23])[NH:24][S:25](=[O:26])(=[O:27])[CH:28]3[CH2:29][CH2:30]3)[NH:17][C:18](=[O:21])[CH:19]2[CH2:20]1)[C:50]([c:41]1[cH:40][c:49]2[c:44]([cH:43][cH:42]1)[cH:45][cH:46][cH:47][cH:48]2)=[O:51]
US03953476,Cl[S:18]([c:14]1[cH:13][c:9]([C:10](=[O:11])[OH:12])[c:8]([Cl:7])[cH:16][c:15]1[Cl:17])(=[O:19])=[O:20]>>[Cl:7][c:8]1[c:9]([C:10](=[O:11])[OH:12])[cH:13][c:14]([S:18](=[O:19])[OH:20])[c:15]([Cl:17])[cH:16]1
US07371854B2,[CH3:13][C:14]([CH2:15][O:16][C:17](=[O:18])[NH:19][C@H:20]([C:21](=[O:22])[O:23][CH2:24][CH3:25])[CH2:26][c:27]1[cH:28][c:29]([N+:34](=[O:35])[O-:36])[c:30]([OH:33])[cH:31][cH:32]1)([CH3:37])[CH3:38].O[CH:40]([CH:41]([C:42](=[O:43])[O:44][CH2:45][c:46]1[cH:47][cH:48][cH:49][cH:50][cH:51]1)[C:52](=[O:53])[O:54][CH2:55][c:56]1[cH:57][cH:58][cH:59][cH:60][cH:61]1)[CH2:62][CH2:63][CH3:64]>>[CH3:13][C:14]([CH2:15][O:16][C:17](=[O:18])[NH:19][C@H:20]([C:21](=[O:22])[O:23][CH2:24][CH3:25])[CH2:26][c:27]1[cH:28][c:29]([N+:34](=[O:35])[O-:36])[c:30]([O:33][C@@H:40]([CH:41]([C:42](=[O:43])[O:44][CH2:45][c:46]2[cH:47][cH:48][cH:49][cH:50][cH:51]2)[C:52](=[O:53])[O:54][CH2:55][c:56]2[cH:57][cH:58][cH:59][cH:60][cH:61]2)[CH2:62][CH2:63][CH3:64])[cH:31][cH:32]1)([CH3:37])[CH3:38]
US07105544B2,O=[C:8]([C:7]([c:1]1[cH:2][cH:3][cH:4][cH:5][cH:6]1)([CH3:11])[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)[OH:10].[NH2:18][CH2:19][CH2:20][CH2:21][N:22]1[CH2:23][CH2:24][CH:25]([c:28]2[cH:29][cH:30][cH:31][c:32]([NH:34][C:35]([CH:36]([CH3:37])[CH3:38])=[O:39])[n:33]2)[CH2:26][CH2:27]1>>[c:1]1([C:7]([C:8](=[O:10])[NH:18][CH2:19][CH2:20][CH2:21][N:22]2[CH2:23][CH2:24][CH:25]([c:28]3[cH:29][cH:30][cH:31][c:32]([NH:34][C:35]([CH:36]([CH3:37])[CH3:38])=[O:39])[n:33]3)[CH2:26][CH2:27]2)([CH3:11])[c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[cH:2][cH:3][cH:4][cH:5][cH:6]1
US08026244B2,O=[CH:7][c:6]1[c:2]([CH3:1])[n:3][o:4][c:5]1[CH3:9].[NH2:10][c:11]1[c:12]([C:16](=[O:17])[NH2:18])[n:13][cH:14][nH:15]1>>[CH3:1][c:2]1[n:3][o:4][c:5]([CH3:9])[c:6]1[CH2:7][NH:10][c:11]1[c:12]([C:16](=[O:17])[NH2:18])[nH:13][cH:14][n:15]1
US08153694B2,[OH:1][c:2]1[cH:3][cH:4][c:5](/[CH:8]=[CH:9]/[C:10](=[O:11])[O:12][CH3:13])[cH:6][cH:7]1.CC(=O)O[C:14]([CH3:15])=[O:16]>>[O:1]([c:2]1[cH:3][cH:4][c:5](/[CH:8]=[CH:9]/[C:10](=[O:11])[O:12][CH3:13])[cH:6][cH:7]1)[C:14]([CH3:15])=[O:16]
US07214673B2,>>[CH:1]([CH3:2])([CH3:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:11]1)[C:9]([NH2:10])=[N:19][c:14]1[c:13]([cH:18][cH:17][cH:16][cH:15]1)[NH:12]2
